,i,p_inh,eff,omega,topol,total_avalanches,avalanche_sizes,avalanche_durations,total_spikes,filename
0,2,0.1,0.28,4.47,scale_free,650,"[  76  615    1  156    4 1585  591    1   14  102  150    9   21    2
   27    1   30   13    9   21 1421    6   14   44    5  161   12   10
    1    3    2    1    1    1    3    1    1    3    1 1267   29  741
   14    7    8   90   17    4    1    1    1    1    2    1    1    1
    1    1    5    1    4    2    1    3    6    9    1    3    1    1
    1    1    2    1    1    1    1    2    2    1    4    1    2 2740
   29    2    1    3    1    1    3    2    1    1   66   24    2   19
    3    2   59    4    1    1    1    2    1    1    1    2    6    3
    8    7    3    1   12    5    3 1720    4    4    1    1    1    1
    3    1    1    1    1    3    1    1    1  161   20    4    9    1
    1    3    2    1    1    1    3    2    3    1    1    1    1   23
   42  102    6 1279   11   70   33    4    3    1    1    1    6   11
    1    5    1    3   13    1    6    3    1    4    2    1    1    1
    1    1    2    2   11    5    1    1    4    2    3    1    1    3
    1    1    1    1    2    1  134   15    2    1    1    1    1    2
    1    1    1    9    7   43 3550   29    7    3    2    1    2    4
    4    1    1    1   23    6    1    3    5   88    1    1    1    2
    2    2    1    3    7    3  272   28  142    2    1    2    5    2
    3    1    2    2    2    6 1524    5    7    5  383   27    3    9
    2    5    1    3    1    2    2    1    1    3    1   13    1    1
    7    4    1   21    1    1    4    8    5    1 1685    7 1079  187
    4    1    1    1    3    1    1    2    1    1    1  162   27   22
   72    1    3    3    2    4   91    3   13    5    1    1    1    3
    1    2    1    2    1    1    1    1    1    1  511    8    3  370
    4   10   27    8    5    3   11    4   98  505    3  396    3    5
    1    4    2    1    1    2    1    1    2  962 1079    1    4    6
    1    1    2    1    8   51    5   11    4  902    5   13    2   62
   18    2    2    2    1    1    1    6    6    5    3    3    1    1
    1    1    1  110    4    4    5    1    1    1    1    1    1    7
    7    1    1    1    1  130 2580   33   34    5    1    3    2    1
    1    2    1    1    1    1    1    1    2    1    1    4    1    1
    1    1    4    3 1881   74   39    2   62    8    2    2    3    5
 2045    4    1   42   11   24   25   63    1    1    1    1    3    1
    2    1  291    7    3    3    5    1    2    1    1    1    1    3
    1    2    1 3046   34    4   13   15    2    1    3  116   73    9
    1    2    3    2    1   31  121    9    2   11    4    7    3    6
    2    8   10    1    1    5    4    1    2    3    2    1    7    1
    3   10    5    1    2    1    1    1    1    1 3054    3   18    2
    1    1    4   11  805 1879    5    3    1    1    4    2    2    3
    1    3    2    1    2    1    3    1    1    2    6    1    1    3
    5    1    1    1    1    1    1    2    1    4    4   17   21   11
    5    4    5    2    1    4    1    1    1    1    1    1    1    1
    3    1    1    1    1    1    1    1    4    8    2    3    2    4
    1    5    1    4   13    4    9   11    1    1    2   18 2734   12
    3    3    9    2    3    4    1    1    1    1    1    1   22    3
   30   54    3    1    1    1    7    1    4    3    5   19    1    1
    1    4    4    1   12   10]","[ 22 120   1  28   2 168 142   1   8  26  37   5   7   1  15   1  13   5
   3  11 131   3   7  14   3  36   6   6   1   2   1   1   1   1   2   1
   1   3   1 124  10  83   3   4   6  26   9   4   1   1   1   1   2   1
   1   1   1   1   5   1   3   2   1   3   3   7   1   2   1   1   1   1
   2   1   1   1   1   2   2   1   4   1   2 263  15   2   1   3   1   1
   2   2   1   1  26   9   2   9   3   2  23   2   1   1   1   1   1   1
   1   1   5   2   5   6   1   1   6   3   2 188   1   2   1   1   1   1
   1   1   1   1   1   3   1   1   1  38  10   2   6   1   1   2   2   1
   1   1   2   2   3   1   1   1   1   8  11  30   3 121   4  16  13   3
   3   1   1   1   4   4   1   4   1   3   8   1   6   2   1   4   1   1
   1   1   1   1   2   2   6   3   1   1   3   2   3   1   1   3   1   1
   1   1   2   1  33   5   2   1   1   1   1   1   1   1   1   7   5  11
 345   9   4   3   1   1   2   4   3   1   1   1   8   4   1   3   2  26
   1   1   1   2   2   1   1   3   4   1  56  10  46   2   1   1   2   2
   2   1   2   2   2   3 198   3   5   3  56   9   2   6   2   3   1   1
   1   1   2   1   1   2   1  11   1   1   6   3   1  11   1   1   2   7
   3   1 158   2 118  40   1   1   1   1   3   1   1   2   1   1   1  52
  10  11  20   1   2   2   2   3  27   1   8   3   1   1   1   3   1   1
   1   2   1   1   1   1   1   1  71   4   3  48   2   4   9   3   2   3
   5   1  19  72   1  52   2   2   1   2   2   1   1   2   1   1   1 139
 133   1   2   3   1   1   2   1   4  20   2   4   3 130   2   8   1  17
   7   1   2   2   1   1   1   5   5   4   2   3   1   1   1   1   1  32
   3   3   3   1   1   1   1   1   1   3   5   1   1   1   1  52 295  16
  12   3   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   2
   1   1   1   1   4   3 216  23  17   2  22   3   2   2   3   3 184   1
   1  14  10  11  10  23   1   1   1   1   3   1   2   1  62   3   2   1
   3   1   2   1   1   1   1   3   1   1   1 336   9   2   4   9   1   1
   2  26  25   5   1   1   2   2   1  10  33   5   1   7   2   3   1   4
   1   3   7   1   1   3   2   1   2   2   2   1   6   1   3   4   4   1
   1   1   1   1   1   1 248   2   7   2   1   1   4   6 109 281   4   2
   1   1   4   2   1   2   1   3   2   1   2   1   2   1   1   2   5   1
   1   3   4   1   1   1   1   1   1   2   1   3   2   9   7   4   3   3
   2   1   1   3   1   1   1   1   1   1   1   1   2   1   1   1   1   1
   1   1   2   5   2   3   2   4   1   3   1   3   6   2   4   3   1   1
   2   6 261   4   2   2   4   1   2   3   1   1   1   1   1   1  11   1
  10  24   3   1   1   1   3   1   3   3   2   8   1   1   1   4   3   1
   4   6]",55106,data/s2_Wscale_free_omg4.47_p0.1_eff0.28.pkl
0,2,0.1,0.28,15.85,full,71,"[   15    65  1817  2118     2    12     3    76  1195    68     3     7
     3  2195     3  1252     4     7   146   622     3     4  3726   246
    21  3950    13     3    19    36   103     3     7    13     2  5648
    97    38  2784   256  2878     6    12  4252     2    13     5     5
     2     2     2    29  3778  4812 15526  4513    83   394  5365    30
    14     1    12  4896     2     3     3     1   411  2439     8]","[   4   14  214  237    1    5    1   25  144   20    2    5    2  211
    1  203    3    3   37   70    2    2  417   58    8  421    4    1
    9   15   30    1    5    6    2  631   24   14  365   51  331    3
    5  458    2    4    3    4    1    1    1   11  501  512 1875  505
   23   86  597   14    7    1    6  546    1    1    2    1   86  267
    3]",88084,data/s2_Wfull_omg15.85_p0.1_eff0.28.pkl
0,2,0.1,0.28,15.85,small_world,164,"[  59   22    4  272   31    4   10  771   28   12   42  385   47  472
   16 2596    8   85  183  286   24    6   23 2948   10  242  545    2
  275    3    9   42    5    6   17    3    3    3    2    3    1   68
  265  853   14   22    8  146   20    5   18   16   10 1216    8   53
   42  376  259  507   29   91    1   48    2    1   31   34  664    3
 1145   55    2   33    1    3    4    6    4   16 2128  254  235   42
 2163   13    4    6   64 1415   63   22   75   95   25  135   78    3
  145    4   63   40  104 3463  762 1056   15   99  416  327 2506  131
    6   60    4  286    2   46 1374  940   16  189  486   50   23   33
   13 1330  482   74 2254   78    7  236   18   71   17    6    1  312
  715   16 1044 1041   66    5    9 1792  743   32   23   21   59    6
   19   22   90 1279    5    2    1    1   15   99]","[ 15   6   1  60  11   1   5 163   7   4  20  89  16 119   7 497   4  32
  54  78   9   3   8 529   5  66 104   1  58   1   3  17   3   2   9   1
   2   2   1   2   1  29  62 143   4   7   3  48  11   4   9   6   3 200
   2  14  17  62  49 126  10  35   1  20   1   1  13  11 128   2 201  16
   1  13   1   2   3   5   3   7 357  66  76  16 362   4   1   2  22 254
  15   8  23  26   9  35  25   2  38   1  22  12  31 606 131 195   5  26
  76  66 439  34   3  16   1  79   1  15 235 156   6  42 119  18   9  16
   5 243  94  25 372  18   3  55   8  32   7   4   1  74 134   6 188 212
  27   2   3 306 133  10   9   6  18   1   5  10  34 221   2   1   1   1
   7  30]",52208,data/s2_Wsmall_world_omg15.85_p0.1_eff0.28.pkl
0,2,0.1,0.28,15.85,scale_free,476,"[  31   13    1   95  292   19  200    1    3   12   23   12   11    4
   10  192  127  208    2   19    1    2    2    1    2   25   11    2
    7   23    2    3    8    1    7  802   22    4   15    6   24    2
  477   62  809 1124 1600    1    4    5    6    1    9    1    2    1
    2    6  315 1031   32   14    6    3   32    5    5    9    1    9
   10   13    1    6    2    4    1    2    1    1    1    3    1   10
    5   29  153 1264    5    8    8 1246    2    4    2    4    3    3
    3    1    2  223  213   92  752  443   26   20    1    3   58   49
  264    4   24    5    2   38    9    2  311    2    7    2    2    1
    1    1   21 1843   57  472  519   74   27   18    2    1    5   10
    1    2    2   54    2   15    3    9    1   99   18    7 1410    7
   13    8 1106    2    7    2   29   16    2    2    1   32  118  321
    3   54   44    1    7  596    6   11    7    2    2    2    4   14
   10    3   17   44   76    8    3    1    3    7    7    5    2    2
    1    3  184 1661    5    6   16   21    2    4    2    2    1    1
    2    2    1   15  120    6   42   18    7    2   39   18 1009  678
    2    2   18   37   37    2 3485  834    9    1    1    2    7   36
    2    3  483    3    2    2   19  397  669    3   10   20    3   17
   19    1    1    1    1    4    3    7    2    4   17    3    4    3
   65    2   90    6  252  216  842   13    2    3   55  288    7  211
    5    7    5   11    2    8    2    2    1    7  292   27    3    5
    2    4    2    2    8    6   23  123  562    9    3   23    2   14
    1    6    4    2 1116    4    4    4    4    1    1   13    2    2
    7    2    5    2    1    1   91   15   14   35    7 1608  336   21
    6    9  156    3  363   15    5  849  989   60   20  453  831   60
  117   23    1    1    1    3    1    1    1   12    2    3    4    3
  170    6    2    8    4 1773   14   11    1    1    1    1    1    1
  198  741   18  336    4    4    3    1    2    1    1    1    2 1624
    6   33   36   37   37  288    6    4   11    2    7    2    3   11
    1    2    2    1    2    4    2   88   20   23   10    3    5    1
    4   23   15    1   51    3    9  253   68   63    5 1257    4    2
    4    2    4    1    1  109   47    3    1    4    2    3   29 1913
   75    6    7    8    1    2    1    2    3    4    5    2    5   17
   15  542    1    9    3   28  785    5    4   12   12    2   10    2]","[ 12   5   1  24  59   8  49   1   2   5  13   8   5   2   6  35  34  45
   1   7   1   1   1   1   2  10  10   2   3   4   1   1   4   1   4  97
  10   2   6   3  13   2  78  15 116 167 196   1   3   3   4   1   6   1
   1   1   2   3  70 132  10  10   4   2  13   4   2   5   1   5   4   7
   1   4   1   3   1   2   1   1   1   2   1   5   2   5  33 187   2   4
   4 105   2   3   1   2   1   2   1   1   1  50  46  15  77  80   8   7
   1   2  13   9  40   2  11   3   1  12   3   2  77   1   4   2   2   1
   1   1  10 239  16  72  99  18  11   8   1   1   4   5   1   1   2  17
   2   6   2   5   1  24   8   3 180   4   6   5 152   1   5   1  14   8
   1   1   1  11  34  70   1  16  18   1   3  98   2   5   3   1   1   1
   2   6   5   2   9  15  19   4   1   1   2   5   5   2   2   1   1   1
  53 153   3   4   7   9   1   2   2   2   1   1   2   1   1   7  37   4
  13   8   3   2  15   8 153 109   2   2  10  17  12   2 387 143   6   1
   1   1   6  14   1   3  55   1   1   2   6  53 122   2   5   9   2   8
  11   1   1   1   1   4   1   4   1   2   7   1   2   2  35   2  30   3
  47  41 118   5   2   2  14  71   3  44   2   3   2   4   1   5   2   1
   1   4  60  15   2   5   1   3   2   2   5   4   8  33  82   3   2   7
   2   6   1   2   2   1 135   3   2   2   4   1   1   6   1   1   3   1
   4   2   1   1  26   5   6  17   2 179  57  12   3   5  39   2  71   6
   3  98  96  13  10  66 115  14  24  10   1   1   1   2   1   1   1   9
   1   2   3   1  34   4   1   5   3 248   7   5   1   1   1   1   1   1
  45 104   5  61   3   2   2   1   1   1   1   1   2 240   3  12   8  11
  11  59   3   2   6   1   4   2   2   6   1   2   1   1   2   3   2  31
   6   8   6   2   3   1   3  11  10   1  20   2   5  61  23  26   1 135
   3   1   2   1   3   1   1  31  16   3   1   4   1   3  15 287  21   3
   3   3   1   2   1   1   2   4   4   2   3   6   7 100   1   7   1  13
 109   1   1   7   6   1   4   1]",58332,data/s2_Wscale_free_omg15.85_p0.1_eff0.28.pkl
0,2,0.1,0.45,0.1,full,1,[4],[4],196616,data/s2_Wfull_omg0.1_p0.1_eff0.45.pkl
0,2,0.1,0.45,0.1,small_world,21,"[ 5495  6889   359    49   155 21610     8     3    18    14 26167 10234
    33    48    30 31556   127     6    44    22     7]","[ 351  639   84   15   54 1820    2    2   10    7 2157  878    8   20
    9 2620   32    3   19    9    4]",122437,data/s2_Wsmall_world_omg0.1_p0.1_eff0.45.pkl
0,2,0.1,0.45,0.1,scale_free,18,"[  6079   2572      3      1      2      1      2     12      1      7
   6325      6      9      7  14141 129507    164     25]","[ 342  158    1    1    2    1    2    9    1    4  317    1    5    5
  828 7381   35    8]",179555,data/s2_Wscale_free_omg0.1_p0.1_eff0.45.pkl
0,2,0.1,0.45,0.35,full,0,[],[],222103,data/s2_Wfull_omg0.35_p0.1_eff0.45.pkl
0,2,0.1,0.45,0.35,small_world,59,"[15297   209   111    12 50307    23    26     2     2     5     1     1
     2     3     3     3     6    12   105 35847     9     8  8054    11
     3     1     4    17     4     1     2     6     1     1     1     1
     1     1     3     5    13     2     2     1     4    12     1     1
     2     1     1     1     3     1     1     2     9     2     4]","[1227   27   30    5 4139    6   15    1    1    5    1    1    2    3
    3    2    5    6   33 2806    3    4  686    6    3    1    2    9
    4    1    1    3    1    1    1    1    1    1    2    5   10    2
    2    1    3    8    1    1    2    1    1    1    3    1    1    2
    5    1    3]",119389,data/s2_Wsmall_world_omg0.35_p0.1_eff0.45.pkl
0,2,0.1,0.45,0.35,scale_free,44,"[16947     5     2 14204     2     2     5     3     1     2     2     4
     1     1     1     1     1     1     2     8     8 40958     1    14
 69481     2    26     6     1 28981  8546    25     1     6     1     2
     1     2     1     8     2     2     3     2]","[ 893    3    1  723    1    2    2    1    1    2    2    2    1    1
    1    1    1    1    2    6    3 1979    1    8 3512    1   10    4
    1 1436  433    8    1    5    1    1    1    2    1    7    1    2
    3    1]",187379,data/s2_Wscale_free_omg0.35_p0.1_eff0.45.pkl
0,2,0.1,0.45,1.26,full,0,[],[],227334,data/s2_Wfull_omg1.26_p0.1_eff0.45.pkl
0,2,0.1,0.45,1.26,small_world,33,"[ 9443   333     8     8     8     7     1    18 10599    44 24432    61
   117 17618    70    42    34    38    14    25  4511    46    11    45
    72  9313   260    25     4    72 16996   129 11876]","[ 716   76    3    6    5    3    1    9  847    9 2063   19   29 1480
   19   14   10   15    5    8  398   16    7   17   22  746   43    8
    3   19 1435   34 1007]",118541,data/s2_Wsmall_world_omg1.26_p0.1_eff0.45.pkl
0,2,0.1,0.45,1.26,scale_free,25,"[11589     7    11 14910 16571   870    10     5     1     3  8048     5
     2     2  5165     2     7     2     3     1     1     1     1     1
     1]","[ 868    3    6 1068 1154  107    4    4    1    2  526    3    2    2
  393    1    5    2    2    1    1    1    1    1    1]",144880,data/s2_Wscale_free_omg1.26_p0.1_eff0.45.pkl
0,2,0.1,0.45,4.47,full,0,[],[],227745,data/s2_Wfull_omg4.47_p0.1_eff0.45.pkl
0,2,0.1,0.45,4.47,small_world,9,[50929    23    12 41279     2    51     2    24    18],[4015    9    4 3361    2   17    1    9    6],130542,data/s2_Wsmall_world_omg4.47_p0.1_eff0.45.pkl
0,2,0.1,0.45,4.47,scale_free,11,[67436    28     1     2     2     6     1  4027 30561    41 14966],[3687   12    1    1    2    3    1  209 1654   15  814],191133,data/s2_Wscale_free_omg4.47_p0.1_eff0.45.pkl
0,2,0.1,0.45,15.85,full,0,[],[],234581,data/s2_Wfull_omg15.85_p0.1_eff0.45.pkl
0,2,0.1,0.45,15.85,small_world,3,[76134 35817  6104],[5850 2799  492],137744,data/s2_Wsmall_world_omg15.85_p0.1_eff0.45.pkl
0,2,0.1,0.45,15.85,scale_free,0,[],[],190868,data/s2_Wscale_free_omg15.85_p0.1_eff0.45.pkl
0,2,0.1,0.62,0.1,full,2,[5 2],[3 2],323998,data/s2_Wfull_omg0.1_p0.1_eff0.62.pkl
0,2,0.1,0.62,0.1,small_world,0,[],[],226967,data/s2_Wsmall_world_omg0.1_p0.1_eff0.62.pkl
0,2,0.1,0.62,0.1,scale_free,1,[91789],[3709],251003,data/s2_Wscale_free_omg0.1_p0.1_eff0.62.pkl
0,2,0.1,0.62,0.35,full,0,[],[],351681,data/s2_Wfull_omg0.35_p0.1_eff0.62.pkl
0,2,0.1,0.62,0.35,small_world,0,[],[],244626,data/s2_Wsmall_world_omg0.35_p0.1_eff0.62.pkl
0,2,0.1,0.62,0.35,scale_free,0,[],[],314583,data/s2_Wscale_free_omg0.35_p0.1_eff0.62.pkl
0,2,0.1,0.62,1.26,full,0,[],[],352541,data/s2_Wfull_omg1.26_p0.1_eff0.62.pkl
0,2,0.1,0.62,1.26,small_world,0,[],[],241732,data/s2_Wsmall_world_omg1.26_p0.1_eff0.62.pkl
0,2,0.1,0.62,1.26,scale_free,1,[52241],[2144],259632,data/s2_Wscale_free_omg1.26_p0.1_eff0.62.pkl
0,2,0.1,0.62,4.47,full,0,[],[],353832,data/s2_Wfull_omg4.47_p0.1_eff0.62.pkl
0,2,0.1,0.62,4.47,small_world,0,[],[],228743,data/s2_Wsmall_world_omg4.47_p0.1_eff0.62.pkl
0,2,0.1,0.62,4.47,scale_free,0,[],[],333804,data/s2_Wscale_free_omg4.47_p0.1_eff0.62.pkl
0,2,0.1,0.62,15.85,full,0,[],[],359890,data/s2_Wfull_omg15.85_p0.1_eff0.62.pkl
0,2,0.1,0.62,15.85,small_world,0,[],[],252957,data/s2_Wsmall_world_omg15.85_p0.1_eff0.62.pkl
0,2,0.1,0.62,15.85,scale_free,3,[  107    20 23308],[ 31  12 881],267427,data/s2_Wscale_free_omg15.85_p0.1_eff0.62.pkl
0,2,0.1,0.8,0.1,full,0,[],[],455443,data/s2_Wfull_omg0.1_p0.1_eff0.8.pkl
0,2,0.1,0.8,0.1,small_world,0,[],[],323715,data/s2_Wsmall_world_omg0.1_p0.1_eff0.8.pkl
0,2,0.1,0.8,0.1,scale_free,0,[],[],303455,data/s2_Wscale_free_omg0.1_p0.1_eff0.8.pkl
0,2,0.1,0.8,0.35,full,0,[],[],469468,data/s2_Wfull_omg0.35_p0.1_eff0.8.pkl
0,2,0.1,0.8,0.35,small_world,0,[],[],336625,data/s2_Wsmall_world_omg0.35_p0.1_eff0.8.pkl
0,2,0.1,0.8,0.35,scale_free,0,[],[],323711,data/s2_Wscale_free_omg0.35_p0.1_eff0.8.pkl
0,2,0.1,0.8,1.26,full,0,[],[],471623,data/s2_Wfull_omg1.26_p0.1_eff0.8.pkl
0,2,0.1,0.8,1.26,small_world,0,[],[],338638,data/s2_Wsmall_world_omg1.26_p0.1_eff0.8.pkl
0,2,0.1,0.8,1.26,scale_free,0,[],[],412260,data/s2_Wscale_free_omg1.26_p0.1_eff0.8.pkl
0,2,0.1,0.8,4.47,full,0,[],[],476500,data/s2_Wfull_omg4.47_p0.1_eff0.8.pkl
0,2,0.1,0.8,4.47,small_world,0,[],[],345022,data/s2_Wsmall_world_omg4.47_p0.1_eff0.8.pkl
0,2,0.1,0.8,4.47,scale_free,0,[],[],427418,data/s2_Wscale_free_omg4.47_p0.1_eff0.8.pkl
0,2,0.1,0.8,15.85,full,0,[],[],473355,data/s2_Wfull_omg15.85_p0.1_eff0.8.pkl
0,2,0.1,0.8,15.85,small_world,0,[],[],335900,data/s2_Wsmall_world_omg15.85_p0.1_eff0.8.pkl
0,2,0.1,0.8,15.85,scale_free,0,[],[],353961,data/s2_Wscale_free_omg15.85_p0.1_eff0.8.pkl
0,2,0.2,0.1,0.1,full,25,[1 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1],[1 1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1],32,data/s2_Wfull_omg0.1_p0.2_eff0.1.pkl
0,2,0.2,0.1,0.1,small_world,23,[1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1],[1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1],38,data/s2_Wsmall_world_omg0.1_p0.2_eff0.1.pkl
0,2,0.2,0.1,0.1,scale_free,60,"[1 1 1 1 1 1 1 1 3 2 2 7 6 1 2 1 2 1 1 1 1 1 1 1 1 1 1 3 1 1 8 3 1 1 1 2 1
 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1]","[1 1 1 1 1 1 1 1 2 2 1 4 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 3 1 1 4 1 1 1 1 1 1
 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1]",97,data/s2_Wscale_free_omg0.1_p0.2_eff0.1.pkl
0,2,0.2,0.1,0.35,full,111,"[1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 2
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 2 1 1 1 1 1 2 2 1 1 1]","[1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 2
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 1 1 1 1 1 1 2 2 1 1 1]",130,data/s2_Wfull_omg0.35_p0.2_eff0.1.pkl
0,2,0.2,0.1,0.35,small_world,141,"[1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1
 1 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2
 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1]","[1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1
 1 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2
 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1]",164,data/s2_Wsmall_world_omg0.35_p0.2_eff0.1.pkl
0,2,0.2,0.1,0.35,scale_free,91,"[1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 3 1 1 1 3 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2
 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1]","[1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 3 1 1 1 3 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2
 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1]",135,data/s2_Wscale_free_omg0.35_p0.2_eff0.1.pkl
0,2,0.2,0.1,1.26,full,455,"[ 2  1  3  1  1  3  1  1  1  1  1  1  2  1  2  1  1  1  1  1  1  1  1  2
  1  2  2  4  1  1  1  1  1  1  1  2  1  2  1  1  2  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  2  2  2  1  2  1  1  2  3  1  1  2  1  1
  1  3  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  1  1  1  1  1  1
  2  1  1  2  1  1  1  2  1  1  1  1  1  3  2  1  2  4  1  1  1  2  1  1
  1  3  3  1  1  1  1  1  1  1  1  2  1  1  1 12  3  1  2  1  1  1  1  1
  1  1  1  3  1  1  1  4  1  1  1  1  1  2  1  1  1  4  1  1  1  1  1  1
  1  1  3  1  1  1  1  1  1  1  2  2  1  1  1  1  1  1  1  1  2  2  1  1
  1  1  2  2  1  1  2  1  1  2  1  1  2  2  2  3  1  2  1  1  1  3  1  1
  1  1  1  1  1  1  1  1  1  1  1  2  1  1  1  1  1  1  2  1  1  1  1  1
  1  1  1  2  1  3  1  1  4  1  3  1  1  1  1  1  2  1  1  1  1  1  1  1
  1  1  1  1  1  2  1  2  1  1  2  1  1  1  1  1  1  1  1  1  1  2  1  1
  1  1  2  1  1  1  2  1  3  1  1  6  3  1  1  1  1  2  1  2  3  4  1  1
  3  1  3  1  1  1  1  2  3  1  3  2  3  1  1  1  2  1  1  5  1  1  1  2
  1  1  2  1  1  1  1  1  1  2  1  2  1  1  1  3  1  1  2  3  1  1  5  1
  2  1  1  1  1  1  1  1  1  1  1  3  1  1  1  2  1  4  1  1  1  1  1  2
  1  1  1  1  1  2  1  1  1  2 10  1  3  1  1  1  1  1  1  1  1  1  1  1
  2  1  1  1  2  1  2  3  1  1  4  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  3  1  1  1  1  1  2  1  4  2  1  1  1  4  1]","[2 1 2 1 1 3 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 2 1 3 1 1 1 1 1 1 1 2 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 2 1 1 2 3 1 1 1 1 1 1 3
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 2 1 1 1 2 1 1 1 1 1 3 1
 1 2 4 1 1 1 2 1 1 1 3 2 1 1 1 1 1 1 1 1 2 1 1 1 7 2 1 1 1 1 1 1 1 1 1 1 2
 1 1 1 3 1 1 1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 2 1 1 1 1 1
 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 2 1 2 1 1 1 3 1 1 1 1 1 1 1 1
 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 3 1 1 4 1 2 1 1 1 1 1 2 1 1
 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1
 1 1 1 4 2 1 1 1 1 2 1 2 3 3 1 1 2 1 3 1 1 1 1 2 3 1 2 2 3 1 1 1 1 1 1 4 1
 1 1 2 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 2 3 1 1 4 1 2 1 1 1 1 1 1 1 1 1
 1 2 1 1 1 2 1 3 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 2 9 1 2 1 1 1 1 1 1 1 1 1 1
 1 2 1 1 1 2 1 2 3 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1
 1 1 2 1 3 2 1 1 1 3 1]",730,data/s2_Wfull_omg1.26_p0.2_eff0.1.pkl
