,i,p_inh,eff,omega,topol,total_avalanches,avalanche_sizes,avalanche_durations,total_spikes,filename
0,0,0.2,0.28,4.47,scale_free,615,"[2397    1   62    6    1    1    1    1    3    2    1    1    1    2
    2    1    1    1    1    1    3    1    1    1    3    1    1    2
    1    2    1    1    1    1    1    2    1   10    5    1    1    3
    1    1    8    3    5    1    9    9    3    2    1   98 1246  325
   14    5    2    5    1    2    1    1    2    1   11    2    2    1
    2    6   14    6   12   38    4    2    5    1    4    3   50 1201
    6   13    3    1    4    1    1    2    1    1    2    2    2    1
    1    2    1    2    1    1    2    1    1    1    2    2    7    2
  147 1237 2685  361  291  761    5    1    1   13   37 1240  108    6
    1    1    3    1    2    2    2   12   13    3   17    1   64    6
    5    3    3    2    5   11    9 2114    2   23   12    4    2    1
  561   84    2    2    1   87    3    2    2    4    3    1    1    5
    1    3    1    1    2    3    1    2   18  104   93    3 1169    3
    3    1    1    1    1    2    1 1825  343    2    3   17    1    1
   10    4    1    1    7    1    1    1    1    1    1    1    1    8
 1464    3  103    4    1    1    1    1    1    1    1    1    4   11
   16    2    3    1    1    1    2    2    8    4    1    1    3    1
    1   36    4    3  307    2    1    2    1    1    2    3    3    1
   56    4    1    2    1    1    1  360  499 1531    2    1    3    1
   17  223    6    6   16    4    5    6 1634   16  736   13    3    7
    6    2    7   10    4    8    5    1    1    3    2    1    2    3
    5    3    1    1    3    6    1 1065   25    3    1    1    2    3
    2    2    1    1    1    1    2    1    1    1    2    3    1    3
    5    3    1 1172  201   43   11    3    1    1    1    2    3    2
    1    2    2    5    1   75 1550    7   39   17    4    2    4    1
    1    1    2    1    4    1    1    1    2    9    1   12    4    1
    2    2    2   16    3    4    1 1116  358   20   13   13    7    2
    2    1    1    1    3 1968   17    1    1    1    3    1    2    3
    1    1    1    1    1    3    1    1    2    1    1    2    1    1
    1    1    1    1    1    2    1    3  897  247   16    8  979    3
    1    2    6    8  125    4    1    1    1    3    1    1  346    4
    9    1    3    1   10    1    8    4    6  168    5    4    6   15
    1    1   16   52   13    3    2    1    1    1    2    2    1    2
   39  267  117    4    1    1    1    1    5    2    1    2    2    3
   42    3    4   15  915 1504    4    2    1    1    7    2    8    4
    1    5    2    5  397  509    6    3    1    7    2    2    5    2
    3    5    2 1494   26    2    2    2    1    1    1    2    1    1
    1    1    2    3    1    1    2    2    1    2    3    5  127   99
   27    2    3    3    5    1    3    4    3    2    2    1    1    1
    1    1    1    1    2   10   58   14    2    1    8    2    2    1
    1    1    1    3    1    1 1154  588 1488   11    1    3    1    2
    7    1    6    1    2    1    2    1    1    1    5  320    8    5
 1311  962   55 1607    1    2    2    6    1    1    1    3    3    4
    1    2   19    1   24    2    4    1    1    1    1   13   16]","[228   1  25   3   1   1   1   1   2   1   1   1   1   2   2   1   1   1
   1   1   2   1   1   1   3   1   1   2   1   2   1   1   1   1   1   2
   1   5   2   1   1   2   1   1   4   1   3   1   4   5   2   2   1  16
  96  40   7   3   1   3   1   2   1   1   1   1   7   2   2   1   2   5
   6   4   5  17   2   2   2   1   3   2  14 107   4   7   1   1   2   1
   1   2   1   1   2   2   1   1   1   2   1   1   1   1   2   1   1   1
   2   2   4   1  41 164 295  56  36 105   4   1   1   7  16 146  29   4
   1   1   3   1   2   1   2   6   7   3  10   1  25   3   3   2   1   2
   4   4   5 230   1  10   7   4   2   1 100  28   1   2   1  25   2   2
   2   3   3   1   1   4   1   3   1   1   2   2   1   2   7  22  27   1
 119   1   1   1   1   1   1   2   1 220  46   2   1   8   1   1   4   3
   1   1   6   1   1   1   1   1   1   1   1   6 119   2  37   3   1   1
   1   1   1   1   1   1   4   7   9   2   1   1   1   1   2   2   6   4
   1   1   2   1   1  14   2   1  51   1   1   2   1   1   2   2   3   1
  12   2   1   2   1   1   1  48  75 153   2   1   3   1  10  48   3   3
  12   2   3   4 179   7  80   4   1   4   3   2   5   7   2   4   2   1
   1   3   1   1   1   1   2   2   1   1   2   4   1 146   9   2   1   1
   2   1   2   2   1   1   1   1   2   1   1   1   2   2   1   3   3   3
   1 123  42  13   7   3   1   1   1   2   2   2   1   2   1   3   1  14
 162   2  12   7   3   1   1   1   1   1   1   1   3   1   1   1   2   5
   1   7   2   1   2   1   2   6   3   2   1 115  47   7   4   5   4   2
   2   1   1   1   2 270   8   1   1   1   1   1   2   3   1   1   1   1
   1   2   1   1   2   1   1   2   1   1   1   1   1   1   1   1   1   2
  78  54   7   3 123   3   1   2   4   6  40   3   1   1   1   2   1   1
  36   3   4   1   2   1   5   1   5   3   4  45   4   2   4   7   1   1
   8  15   6   2   2   1   1   1   1   2   1   1  17  44  27   4   1   1
   1   1   2   2   1   2   2   2  13   1   3   8 114 208   4   2   1   1
   5   1   5   2   1   4   2   3  73  74   5   2   1   5   2   1   3   2
   3   5   2 184  10   1   1   2   1   1   1   2   1   1   1   1   2   3
   1   1   2   1   1   2   2   2  34  21  10   1   1   2   4   1   3   2
   2   1   2   1   1   1   1   1   1   1   2   9  15   8   1   1   6   2
   2   1   1   1   1   2   1   1 107  77 128   5   1   2   1   1   4   1
   3   1   2   1   2   1   1   1   2  55   3   3 153 153  18 214   1   2
   2   6   1   1   1   3   3   3   1   1   9   1   8   2   2   1   1   1
   1   7   7]",55273,data/s0_Wscale_free_omg4.47_p0.2_eff0.28.pkl
0,0,0.2,0.28,15.85,full,100,"[  69    2    1   15    6    2    1    6    1    1    4 2262 3006 1580
   10   17    5    6    6 2524  297    4    2    3    3    4    1    2
    3    4   11    3   46 9299    1    1    1    1    4    3    4    2
    6 3287 2173  456   19  544 5326   11    7    4 1385    9 4715   72
  146   11    9    1   81   34 3887 3386 6380 3161   40    6    5   24
   14    3    1   30 1838   75    4 1182 4391    2    1    8    3   10
   38    8 9968    1   24    4    1    1 2612 1101 3062    2   11  232
    7    8]","[  18    2    1    9    2    2    1    4    1    1    2  216  359  198
    5    6    2    1    2  256   80    4    1    2    3    4    1    1
    2    3    6    1   14 1062    1    1    1    1    3    2    2    2
    5  336  238   80    4   95  593    5    5    3  170    4  612   18
   41    6    5    1   21   13  402  411  673  369   20    5    1   11
    5    2    1   15  187   21    2  144  471    1    1    6    2    6
   18    4 1057    1   12    3    1    1  338  138  363    1    5   48
    1    2]",88287,data/s0_Wfull_omg15.85_p0.2_eff0.28.pkl
0,0,0.2,0.28,15.85,small_world,73,"[ 804   35  365 1179  160  189  152   13    6    1    4    8    1   65
 6299   19    4    5  150    8 3405 3883  487  377 1150  938  120    5
 2026    9  141   55 3719  152   19   26   27   12    4 1840   89   22
  849 1042 2793 4554  226 4882  234   48 3305   70   17   13   15  865
 1274  207 4834  430   39    1   18    1    3   22 2362    9 1315   12
  238   17  464]","[160  11  73 144  32  44  26   5   3   1   3   5   1  21 941   9   2   3
  36   3 528 624 106  74 186 129  38   3 269   5  40  14 573  31   7  10
   8   5   2 319  27   7 120 179 416 716  47 693  57  19 505  27   7   5
   9 125 201  39 736  79  14   1  11   1   2  10 398   4 213   4  56   7
  87]",66425,data/s0_Wsmall_world_omg15.85_p0.2_eff0.28.pkl
0,0,0.2,0.28,15.85,scale_free,566,"[ 463   10    4    6    6   32    4    7    1   12    4    2   21  209
    5 1601   62  235   59   12    3    1    1    1    1    2   27   19
    1   13    1    5    5    7    5    1    3    9    2    1    2    1
    1    1    2    3    6   20    6   13  129   20   11    5    5    4
   11    2    4    8    1    1    1    1    2   20    5  124    1    3
    3  108   39 1093    7    3    4    1  553    1    1    1    2    7
    2   37    4    1    3    2   17    2    2    4    1    4    1    1
   13    3    9    5 1347 1678    8    5   60    3    8    3    3    2
    1    1    3   23    1    1    2   10   11   68   14   12   39    8
   18  171  375   14   82   12   12 1369   23    3    5   11    5    6
    5    1   11    6    1    1    5    1    4  469   44    2    6    2
 1308   47   12 1009   55    7    6    1    1    1    7    1    5 1386
  179   11    2    5 1293    8   29   13    2   24   11    4    5    7
   10    9  191   11  113    7    3  279   67   82    1    1    1   15
    5  310   32   14  146    3    1    3    3    9    3    6    3  972
    4 1599  620    4    9   66   37    7   64  118    1   17    1    1
    4    3  122   13    1    4    1    1    5    1    1    1    2    1
    1    1    3 2194    5   45    1   19    2   11    1    1    2    3
    9    1    1    2   49    1    7    9    3    2    2    1   11    5
    1    5    2    4   52   19   12    9    1    1    4 1064    2    4
    2    1    2    8    1    5    1   14  389 1238    5    7    8    9
    3    1    1    2    1    2    2   25  230   14 1287   13    8  930
 1428   19    1    1    1    1    2    1    1    6    4    1   99   90
    9    1 1414    2    3    2    1   15   26   22    2   11   26    5
   10 1035   17 1865  121    2  753    1   14    2   35   18    5    7
    1  197   22   10  442    1    2    1    2    1    1    1    1    3
    6    4    3    8    1    2   38    8   20   14    2   23    3   11
    6  103  696    2    3    2    2    1    2    2    6    4    4    4
    6    2    9    4   21  680    5   30    3    5    1    3    1    2
    2    1    1    1    1    1    5   32    5    9    2    3   74    2
   10    8   17    9   15   87 1171  693    2   11  140  428 1256    7
    5    8    1    2    1    7    2    2    2    6    6    1    3    4
    9    3    1    3    2    3   32    5    3    2    5    5    6    2
 1093  596    3    1   15    2    2    4    1  550   18   18  121  897
   52    1    5    3    3    5    7   87    2    4    3    7    1    2
    3    1    1    6 1216  126    1    7    6   20    7    5   11    5
    3    2    5   28    3  369  476    4    2    3    2    9    1  274
    5    5   10   65    6  342  348  428  275   43 1381    2    4    1
    1   15   32   13   19    6    9   10   10    2    3    4    1  359
   13  112    2   11  256    2    6    3    6    3    1  846   31   30
   16    9    2    4   18  354]","[ 54   4   2   2   4  14   3   4   1   7   2   1   7  47   3 227  15  55
  13   6   2   1   1   1   1   2   6   9   1   6   1   4   2   4   4   1
   1   7   2   1   1   1   1   1   2   2   3   8   3   5  40   7   2   3
   3   2   4   1   2   4   1   1   1   1   1   9   2  26   1   1   1  20
   8 101   3   1   2   1 100   1   1   1   2   4   2  18   1   1   1   2
   7   1   1   3   1   3   1   1   5   2   5   4 162 183   3   1  19   1
   6   3   3   2   1   1   1   8   1   1   2   6   3  22   4   6   8   3
   6  34  69   5  28   6   7 159  12   3   3   5   3   4   4   1   6   3
   1   1   3   1   3  87  10   2   3   1 147  10   6 121  12   6   4   1
   1   1   5   1   4 145  44   3   1   2 157   3  11   6   1   8   4   3
   3   5   7   4  37   4  34   3   2  56  22  31   1   1   1   6   3  51
  12   6  41   2   1   1   2   5   2   3   2 151   1 147 104   3   5  19
  12   4  17  26   1   9   1   1   2   3  26   4   1   4   1   1   3   1
   1   1   1   1   1   1   2 207   3  17   1  12   1   7   1   1   1   2
   4   1   1   1  17   1   4   3   1   1   1   1   7   2   1   2   1   2
  17   9   5   4   1   1   3 109   1   2   1   1   1   5   1   2   1   6
  82 132   2   4   4   7   2   1   1   1   1   1   2   9  67  12 165   4
   4 125 138   7   1   1   1   1   2   1   1   4   3   1  31  33   6   1
 161   1   1   1   1   8  13  10   1   4  11   2   5 144   9 265  30   1
  89   1   6   2  14   6   2   4   1  33  11   8  73   1   1   1   1   1
   1   1   1   2   4   3   2   6   1   1  12   3   8   5   1  11   2   6
   3  31  84   2   2   2   2   1   1   1   5   3   2   2   4   1   5   3
   9  89   3  13   3   5   1   3   1   2   2   1   1   1   1   1   2  14
   3   4   2   2  21   1   8   5   9   4   7  27 129 100   1   5  26  42
 176   4   3   4   1   1   1   4   1   1   2   4   4   1   2   4   8   3
   1   2   2   2  18   1   3   2   3   3   3   1 102  86   2   1   9   1
   2   4   1  86   9   8  30  83  15   1   3   3   2   2   3  30   1   2
   2   5   1   2   3   1   1   4 139  29   1   5   3  10   4   4   8   4
   1   1   3   9   1  54  65   1   1   1   1   4   1  41   4   3   5  17
   2  59  62  88  53  15 121   2   3   1   1   6  14   6   8   2   4   6
   5   1   2   3   1  62   6  23   1   5  52   1   3   1   4   2   1 110
  12   9   8   4   1   3   9  63]",61431,data/s0_Wscale_free_omg15.85_p0.2_eff0.28.pkl
0,0,0.2,0.45,0.1,full,3,[1 1 2],[1 1 1],204242,data/s0_Wfull_omg0.1_p0.2_eff0.45.pkl
0,0,0.2,0.45,0.1,small_world,13,"[  135  3969   125   202    36    63  5466 23999 20235 14395 12235 34083
    45]",[  30  296   29   50   12   14  367 1790 1590 1078  903 2603   13],131541,data/s0_Wsmall_world_omg0.1_p0.2_eff0.45.pkl
0,0,0.2,0.45,0.1,scale_free,11,[    1     1     1     1     8 19040 40116 17173  6941 31511     3],[   1    1    1    1    4  859 2335  937  397 1747    3],137227,data/s0_Wscale_free_omg0.1_p0.2_eff0.45.pkl
0,0,0.2,0.45,0.35,full,0,[],[],223432,data/s0_Wfull_omg0.35_p0.2_eff0.45.pkl
0,0,0.2,0.45,0.35,small_world,68,"[ 3410     7     1     1     6     1     1     4     8     2     2    14
     1     1    10     2     5    12     2  4431   745     3 13047    18
     8    24 18122   623   275 19363  6664   115  6713    59     1     3
     3     1     1     1     5     2     7     6     3     2     5     2
     3     7     4     1     6     3     2     1     1 14598    22    13
     3    78   117    17     1     1     3     1]","[ 381    4    1    1    4    1    1    2    5    1    2    7    1    1
    5    1    4    5    2  390   91    1 1244    5    3    7 1709  111
   75 1899  720   38  585   21    1    2    3    1    1    1    5    2
    6    5    2    2    3    2    3    3    2    1    4    1    2    1
    1 1324   13    6    2   29   42   10    1    1    3    1]",99045,data/s0_Wsmall_world_omg0.35_p0.2_eff0.45.pkl
0,0,0.2,0.45,0.35,scale_free,13,"[  966 53574    28 12090  4858     2     1 27677     9     3     1    59
     2]",[  71 2867   14  639  268    1    1 1468    4    2    1   14    1],193820,data/s0_Wscale_free_omg0.35_p0.2_eff0.45.pkl
0,0,0.2,0.45,1.26,full,2,[121680  74307],[5728 3510],223383,data/s0_Wfull_omg1.26_p0.2_eff0.45.pkl
0,0,0.2,0.45,1.26,small_world,9,[   28    15 17468 28506 14519     5 35693 10830    59],[  14    7 1475 2379 1266    1 2942  994   16],123343,data/s0_Wsmall_world_omg1.26_p0.2_eff0.45.pkl
0,0,0.2,0.45,1.26,scale_free,1,[87396],[4825],187664,data/s0_Wscale_free_omg1.26_p0.2_eff0.45.pkl
0,0,0.2,0.45,4.47,full,0,[],[],227028,data/s0_Wfull_omg4.47_p0.2_eff0.45.pkl
0,0,0.2,0.45,4.47,small_world,2,[ 2800 31956],[ 222 2362],141330,data/s0_Wsmall_world_omg4.47_p0.2_eff0.45.pkl
0,0,0.2,0.45,4.47,scale_free,30,"[ 3449 21454     3     1     1     2     1     1     1     9     1     1
     4     1     1     3     2     1     2    12    10     3     6 24372
    10     4     1     1 46881 76239]","[ 141 1111    2    1    1    1    1    1    1    6    1    1    3    1
    1    3    2    1    2    8    5    3    2 1196    6    3    1    1
 2322 3731]",209622,data/s0_Wscale_free_omg4.47_p0.2_eff0.45.pkl
0,0,0.2,0.45,15.85,full,1,[79482],[3655],231211,data/s0_Wfull_omg15.85_p0.2_eff0.45.pkl
0,0,0.2,0.45,15.85,small_world,0,[],[],147507,data/s0_Wsmall_world_omg15.85_p0.2_eff0.45.pkl
0,0,0.2,0.45,15.85,scale_free,69,"[ 4847    11     4     1     3     8     3     1     5     2    46     1
     5     1    21 15858   106 12251    22  7076    15     1     2     2
  6049 30926    40     1     1     4    99  6877    48    26    36     1
     2     3     2     5   122     1     2  8778  5902  4802  5254 10347
 12390    17    84     6     3     1     1     3     1     1     3     4
     2     3     1     1     1     5     1     1    31]","[ 259    7    3    1    3    5    2    1    4    2   26    1    4    1
   11  920   34  770   12  397    8    1    1    2  360 1989   21    1
    1    2   34  413   16    8   13    1    2    2    1    4   45    1
    2  557  336  295  346  657  740    5   26    3    1    1    1    2
    1    1    2    2    1    2    1    1    1    4    1    1    9]",163898,data/s0_Wscale_free_omg15.85_p0.2_eff0.45.pkl
0,0,0.2,0.62,0.1,full,0,[],[],343536,data/s0_Wfull_omg0.1_p0.2_eff0.62.pkl
0,0,0.2,0.62,0.1,small_world,1,[5],[5],222022,data/s0_Wsmall_world_omg0.1_p0.2_eff0.62.pkl
0,0,0.2,0.62,0.1,scale_free,0,[],[],270725,data/s0_Wscale_free_omg0.1_p0.2_eff0.62.pkl
0,0,0.2,0.62,0.35,full,0,[],[],350706,data/s0_Wfull_omg0.35_p0.2_eff0.62.pkl
0,0,0.2,0.62,0.35,small_world,0,[],[],217924,data/s0_Wsmall_world_omg0.35_p0.2_eff0.62.pkl
0,0,0.2,0.62,0.35,scale_free,0,[],[],311729,data/s0_Wscale_free_omg0.35_p0.2_eff0.62.pkl
0,0,0.2,0.62,1.26,full,0,[],[],348505,data/s0_Wfull_omg1.26_p0.2_eff0.62.pkl
0,0,0.2,0.62,1.26,small_world,0,[],[],208362,data/s0_Wsmall_world_omg1.26_p0.2_eff0.62.pkl
0,0,0.2,0.62,1.26,scale_free,0,[],[],278137,data/s0_Wscale_free_omg1.26_p0.2_eff0.62.pkl
0,0,0.2,0.62,4.47,full,0,[],[],356069,data/s0_Wfull_omg4.47_p0.2_eff0.62.pkl
0,0,0.2,0.62,4.47,small_world,0,[],[],229284,data/s0_Wsmall_world_omg4.47_p0.2_eff0.62.pkl
0,0,0.2,0.62,4.47,scale_free,0,[],[],271223,data/s0_Wscale_free_omg4.47_p0.2_eff0.62.pkl
0,0,0.2,0.62,15.85,full,0,[],[],352307,data/s0_Wfull_omg15.85_p0.2_eff0.62.pkl
0,0,0.2,0.62,15.85,small_world,0,[],[],233860,data/s0_Wsmall_world_omg15.85_p0.2_eff0.62.pkl
0,0,0.2,0.62,15.85,scale_free,0,[],[],303551,data/s0_Wscale_free_omg15.85_p0.2_eff0.62.pkl
0,0,0.2,0.8,0.1,full,0,[],[],460181,data/s0_Wfull_omg0.1_p0.2_eff0.8.pkl
0,0,0.2,0.8,0.1,small_world,0,[],[],312709,data/s0_Wsmall_world_omg0.1_p0.2_eff0.8.pkl
0,0,0.2,0.8,0.1,scale_free,3,[     1      1 234189],[   1    1 7592],263652,data/s0_Wscale_free_omg0.1_p0.2_eff0.8.pkl
0,0,0.2,0.8,0.35,full,0,[],[],463578,data/s0_Wfull_omg0.35_p0.2_eff0.8.pkl
0,0,0.2,0.8,0.35,small_world,0,[],[],320968,data/s0_Wsmall_world_omg0.35_p0.2_eff0.8.pkl
0,0,0.2,0.8,0.35,scale_free,0,[],[],322353,data/s0_Wscale_free_omg0.35_p0.2_eff0.8.pkl
0,0,0.2,0.8,1.26,full,0,[],[],462391,data/s0_Wfull_omg1.26_p0.2_eff0.8.pkl
0,0,0.2,0.8,1.26,small_world,0,[],[],313781,data/s0_Wsmall_world_omg1.26_p0.2_eff0.8.pkl
0,0,0.2,0.8,1.26,scale_free,0,[],[],342072,data/s0_Wscale_free_omg1.26_p0.2_eff0.8.pkl
0,0,0.2,0.8,4.47,full,0,[],[],465912,data/s0_Wfull_omg4.47_p0.2_eff0.8.pkl
0,0,0.2,0.8,4.47,small_world,0,[],[],333860,data/s0_Wsmall_world_omg4.47_p0.2_eff0.8.pkl
0,0,0.2,0.8,4.47,scale_free,0,[],[],360093,data/s0_Wscale_free_omg4.47_p0.2_eff0.8.pkl
0,0,0.2,0.8,15.85,full,0,[],[],479692,data/s0_Wfull_omg15.85_p0.2_eff0.8.pkl
0,0,0.2,0.8,15.85,small_world,0,[],[],339270,data/s0_Wsmall_world_omg15.85_p0.2_eff0.8.pkl
0,0,0.2,0.8,15.85,scale_free,0,[],[],360406,data/s0_Wscale_free_omg15.85_p0.2_eff0.8.pkl
0,0,0.3,0.1,0.1,full,38,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 2 1 1 1 2 1 1 1 8 4 2 1 1 1 1 1 1 1 1
 1]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 1 1 2 1 1 1 6 3 1 1 1 1 1 1 1 1 1
 1]",55,data/s0_Wfull_omg0.1_p0.3_eff0.1.pkl
0,0,0.3,0.1,0.1,small_world,54,"[1 1 1 1 3 1 1 1 1 1 1 1 2 2 4 1 4 4 1 2 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1
 1 1 1 1 1 5 1 4 1 1 1 2 2 1 2 1 1]","[1 1 1 1 3 1 1 1 1 1 1 1 2 2 4 1 3 3 1 2 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 1
 1 1 1 1 1 4 1 3 1 1 1 1 2 1 1 1 1]",85,data/s0_Wsmall_world_omg0.1_p0.3_eff0.1.pkl
0,0,0.3,0.1,0.1,scale_free,32,[1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 3 1 1 1 1 1 2 1 2 1 1 1 1 1],[1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 2 1 3 1 1 1 1 1 1 1 2 1 1 1 1 1],42,data/s0_Wscale_free_omg0.1_p0.3_eff0.1.pkl
0,0,0.3,0.1,0.35,full,157,"[ 1  1  1  1  1  1  1  1  1  1  4  8  1  2  1  1  1  1  1  1  1  1  1  1
  1  2  1  1  1  1  1  1  1  1 10  5  2  1  1  3  1  1  2  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  2  2  1  1  6  1  1  1
  1  1  1  1  4  1  1  1  1  1  1  1  1  1  3  1  1  1  1  1  2  1  1  2
  2  2  1  3  1  1  1  1  1  1  9  1  2  1  1  1  1  2  1  1  1  1  1  1
  1  1  2  2  1  1  1  1  2  1  1  2  3  1  1  1  1  1  1  1  1  1  7  4
  3  3  2  1  1  1  1  4  1  1  1  1  1]","[1 1 1 1 1 1 1 1 1 1 3 4 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 6 3 1
 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 3 1 1 1 1 1
 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 2 1 1 1 2 2 1 2 1 1 1 1 1 1 6 1 2 1 1
 1 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 1 1 2 2 1 1 1 1 1 1 1 1 1 7 3 2 2 2 1
 1 1 1 3 1 1 1 1 1]",258,data/s0_Wfull_omg0.35_p0.3_eff0.1.pkl
0,0,0.3,0.1,0.35,small_world,184,"[ 1  1  2  1  1  1  1  2  1  2  3  1  1  1  1  1  1  2  1  1  1  1  1  1
  1  1  1  2  1  2  2  1  1  2  1  3  4  1  1  4  1  1  1  2  4  1  1  1
  3  3  1  6  3  3  2  1  1  3  1  5  7 11  9  1  3  1  3  1  4  5  1  1
  2  6  6  1  2  1  1  2  5  7  2  2  1  1  1  1  3  2  1  1  3  2  2  1
  2  3  3  1  1  2  1  1  1  1  1  1  4  4  1  1  1  2  1  2  1  1  2  1
  1  1  2  1  1  1  1  1  1  1  1  3  1  1  1  9  1  1  1  1  1  1  1  1
  2  1  1  1  2  1  2  1  1  1  1  1  1  1  1  3  1  1  2  1  1  1  1  1
  1  1  1  1  1  1  2  1  1  1  1  1  2  1  1  1]","[1 1 2 1 1 1 1 1 1 2 3 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 2 1 3 4
 1 1 4 1 1 1 2 2 1 1 1 3 3 1 5 3 3 1 1 1 3 1 3 7 6 6 1 3 1 3 1 3 4 1 1 1 5
 5 1 2 1 1 2 3 6 2 1 1 1 1 1 3 2 1 1 2 1 2 1 2 2 2 1 1 2 1 1 1 1 1 1 2 3 1
 1 1 2 1 2 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 8 1 1 1 1 1 1 1 1 2 1 1 1
 2 1 2 1 1 1 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1]",375,data/s0_Wsmall_world_omg0.35_p0.3_eff0.1.pkl
0,0,0.3,0.1,0.35,scale_free,168,"[  1   1   4   1   1   1   1   4   1  11   1   1   7   5  15   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   2   2   1   4   2  31   4
   3   5  49   2   1   1  14   4   1   1   4   1   1   1  63   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   6
   1   1   1   1   1   1   1   1   1   4   1   1   1   1   3 184  55   5
   2   2   1   1   2   4   4   2   1   1   1   2   6   1  18   1   1   1
   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1
   1  14   5  19  21   5   1   1  10   1   1   1   1   8  12   2   2   3
   6   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1
   1   7   2   3   1   1]","[ 1  1  3  1  1  1  1  4  1  8  1  1  4  3  8  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  2  2  1  3  2 13  2  2  4 17  2  1  1  7  2  1  1  3  1
  1  1 22  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  4
  1  1  1  1  1  1  1  1  1  3  1  1  1  1  3 28 14  3  2  1  1  1  2  3
  3  2  1  1  1  2  2  1 11  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  6  3  8 10  2  1  1  7  1  1  1  1  3  7  1  1  1
  5  1  1  1  1  1  1  1  1  1  1  3  1  1  1  1  1  1  1  5  2  3  1  1]",818,data/s0_Wscale_free_omg0.35_p0.3_eff0.1.pkl
