,i,topol,total_avalanches,avalanche_sizes,avalanche_durations,total_spikes,filename
0,0,full,517,"[ 459   15    1    1    1    3    2    4    7    1    3    1    2    1
   10    3   15    5    1    2   15 3929  404    5    1    2   36   41
    1    1    1    1    1    1    8   10   10    1    3    6    2    2
   23   85    1    7    2    2    1    2   10    1    1    1    1    1
   11    1    1    1    6   14   29    6    6   26    4    1   52   11
    1    1 3448   28  721   11    3    1    1   17    2    5    3    2
    1    1    7    2    2   41   16    3   47    4 2226    4    1    7
 2193   19    1    1    3    5    2    1    2    1    1    1    1    3
    1    2    1    2    7    5    2    1    1    1    2    3    1    1
    1    1    1    1   95    1    1    5    1    1    1    9    9 2865
    5    5    1    1    6    2    1    1    1    4  111    7    1  133
    4    1  140  175   75    1    1    5   18    2    1    3    1    3
   13   24    5    2    4    2   10    1    3    5   27   22 2341    1
    6    4    1    1    5    5    2   14    2   21    1    1    2    1
   13    9    1    1    1    1    2    1    1    1    3    1    1   16
   28    3 4145    1   32    3    2   11    3    2   19    4    1    3
    7    1    1    1    1    1    2   17   19    8    4    1   11    3
    3    2    1    5 3962    4    1    1    1    1    1    5    1    1
    1   12  123  779   93    5    1    1    1    2    4    4    3    1
   16    3   17    9    1    1    2 2270    1    1    1    3    5    5
   37 2691  513   21    1    4  346    6    2    7    5   23    1    2
 1861    8    1    9   33    3    3    1    2   14    1    2    1    1
    1    3    1    1    2    2    2    2    1   82    5   79    1    2
    1    1    1    1    1    1    1    1    1    3   43 3388    4    5
    1    1    1   42   55    1   96    2    1    1    1    1    2  356
    1  245    1    2    3   29    3 2442    1    2  902    3    1    1
    1    3    2  953   40    1    2  575    2    2    1 1832    1    2
    2    1    1    1    3    1   17    2   15    4    1    2    1    1
    1  296    2    5    2    3    1    1    1    5   16    1    4    1
    1    1    1    1   23    4  149    1    1   16 1437  493    3    2
    5    3    1    2    5   10    1    1    1    5   10    2    1    1
   17    4    1   29    1   13 1722    3    3    1    1   12    1    2
   13   51    6    1    8    5   50    1  104   10    5  109 1615    9
    2    1 3181    3    1    2    2    1    1   26    2    1    1    1
    5   24    6    1  890    1    2    1    1    1  238    1   12 2133
    5    4   74  229    2   18    1    1    8    2    3    1   24   39
    2    6    5    6    2    1    2    1    4    3    5    1    2]","[ 56   7   1   1   1   3   1   3   3   1   3   1   2   1   6   2   8   2
   1   2   6 249  50   3   1   1  11  13   1   1   1   1   1   1   4   5
   4   1   1   4   1   1   9  17   1   3   2   2   1   1   5   1   1   1
   1   1   8   1   1   1   4   8   8   4   6  14   1   1  14   5   1   1
 208   7  67   4   3   1   1   6   1   4   3   1   1   1   5   1   2  13
   6   1  15   1 177   2   1   4 159   6   1   1   2   2   2   1   2   1
   1   1   1   3   1   2   1   2   5   3   2   1   1   1   2   2   1   1
   1   1   1   1  12   1   1   2   1   1   1   4   8 164   3   4   1   1
   6   2   1   1   1   3  26   4   1  27   2   1  24  32  18   1   1   3
   9   2   1   2   1   3   6   5   3   2   1   2   4   1   1   2  14   9
 120   1   4   2   1   1   3   4   2   6   2  12   1   1   2   1   5   5
   1   1   1   1   2   1   1   1   2   1   1   8  11   3 240   1  13   2
   2   6   2   1   8   3   1   1   4   1   1   1   1   1   1   8   7   3
   2   1   4   1   3   2   1   2 262   3   1   1   1   1   1   2   1   1
   1   7  24  59  16   3   1   1   1   2   3   3   1   1   7   2   7   4
   1   1   2 172   1   1   1   3   4   2  13 185  91  13   1   2  30   5
   2   4   2   9   1   1  94   4   1   4   7   3   2   1   2   5   1   2
   1   1   1   2   1   1   2   2   2   2   1  27   4  27   1   2   1   1
   1   1   1   1   1   1   1   2  12 245   3   3   1   1   1  16  15   1
  29   2   1   1   1   1   2  38   1  30   1   2   2  11   1 244   1   2
 101   2   1   1   1   2   2  74  15   1   1  55   1   2   1 165   1   2
   2   1   1   1   3   1   8   1   6   3   1   1   1   1   1  32   1   2
   2   2   1   1   1   2   7   1   3   1   1   1   1   1   9   2  26   1
   1   7  93  48   3   1   3   2   1   1   4   6   1   1   1   2   7   2
   1   1  10   3   1  12   1   7 113   3   1   1   1   7   1   1   4  13
   3   1   3   1  16   1  19   5   2  19 122   5   2   1 277   3   1   2
   1   1   1  11   2   1   1   1   2   7   3   1 105   1   2   1   1   1
  37   1   4 126   2   2  21  22   1   8   1   1   4   2   3   1   7  10
   1   4   2   4   1   1   2   1   4   2   3   1   2]",150431,data/spikes_0_topol_full.pkl
0,1,full,502,"[ 228   23    7    1    1    1    1    4    2    8    3   12    2    1
    6    3    3    1    1   30    9    3    1    1    1    1    3   36
   41    1 2013   27    1   25  121   22 2894   28    5    1    3   19
   10   23    6    3    2    1    1    1    1    1   26    3   11    2
 2435    1    3    1    1    1    1    1    1    2    1    3    5    1
    1    1    1    1    2    2    1    1    2 3281    7  588    2    1
    3    3   13    1    7    5   12    1    1    1    1    1    4    1
    2    1    5    2    4 3496   42    2    1    1    1    1    1    1
    1    1    2    1    1    4    2   17    1    1    1    1   74  315
   13   19   15   24    4    1    1    1    3    1    2    1    1    2
    1    2    2    1    1    1    1    4   12    2    6    2    1    1
    1    2    1    1    1    7    1    6   12    1    1    1    1    1
    5    1    1    1    1 2503  575    1   12   86   13    6   18 2676
   26   14    1    1   24    9    6  810    3    6    3    3    1    1
    1    1    2    1    2  543    3    1    1   14 3556    7    2    2
   13    1    2    8    2    1    2    1    5    3    6   13    2 2152
    1  238    2    1    1    2    1   11    5    5    1    1  106    1
    1    2    1    1    1    1    2   11   30   39    8   17   32   15
    8    3    3    3   16 3261    2    1    1    2    2    1    4   30
   29   75 1373  264   17   21    1   10    7   40    3    1    4    1
    1    3    1   13    2    4    8    4   16    2    7    2   48    4
    1    1    2 2770   14    9  239    1 2491    1  988    6  358    2
    1   10   13    2    1    1    3    3    1   11    1    2    5   44
 6108    3    1   86    1    1    9    2    1    6    3    6   87 1441
    2    3    1    1    1    2    1    1    3    1    1    6   29   93
    2    4   12    1    1    2    1   55    7    8    3    1    1    1
    1    1    3    1    1    7    2    7    3    1    2   45    1    9
    1    2   10    2    4    2    4    1    1    1    1    2   94 1185
    2   30   15    2    2    1   91   14 2952    1    2    3    6    4
    1    1    4    1   13    2    7   10    1    6    1    3    1    1
    1    2    3    1    1    9    1    1 3013    3   23    5    2  280
    1   10    3    4    1    1    2    1    1    2    1    1    1    2
   65 1308   24    1    2    3    1    1    2    1    3    2    1    1
    4    1    1   10    1    2    1    2    1 2782    8   82    7    4
    1 1020   10    6    1    1    1    1    2    3    1    1    1    2
    1   44  630    1    2    6   51    3    1   18    6   11]","[ 33   8   5   1   1   1   1   3   1   4   1   8   2   1   5   3   3   1
   1   7   1   1   1   1   1   1   1  14  11   1 133  12   1   8  30   7
 251  11   4   1   3   9   4   9   2   1   2   1   1   1   1   1  13   2
   5   1 170   1   3   1   1   1   1   1   1   2   1   2   3   1   1   1
   1   1   1   2   1   1   2 251   3  72   1   1   3   1   9   1   3   2
   9   1   1   1   1   1   3   1   2   1   4   1   3 193   8   1   1   1
   1   1   1   1   1   1   1   1   1   4   2   7   1   1   1   1  15  52
   7   8   4  11   2   1   1   1   3   1   2   1   1   2   1   1   2   1
   1   1   1   2   6   2   3   2   1   1   1   1   1   1   1   4   1   5
   6   1   1   1   1   1   3   1   1   1   1 163  79   1   9  18   8   3
   6 173   7   5   1   1  11   5   3  87   3   4   1   2   1   1   1   1
   2   1   1  95   2   1   1   7 263   3   1   1   5   1   1   4   2   1
   1   1   4   1   4   8   2 152   1  51   2   1   1   1   1   4   2   4
   1   1  31   1   1   2   1   1   1   1   1   5  12  11   6   6  12   6
   5   2   2   3   7 217   1   1   1   2   2   1   2  10   7  22 136  50
   5   8   1   6   2  17   2   1   3   1   1   2   1   9   1   1   4   3
   8   2   3   2  17   2   1   1   1 175   4   7  49   1 236   1 162   2
  54   1   1   6   6   1   1   1   3   2   1   6   1   2   3  14 476   1
   1  25   1   1   5   2   1   5   1   5  20 175   1   1   1   1   1   2
   1   1   1   1   1   4   9  19   2   1   5   1   1   2   1  23   3   4
   3   1   1   1   1   1   2   1   1   2   2   3   3   1   2  15   1   4
   1   2   7   1   3   2   4   1   1   1   1   2  19  73   1  10   6   1
   1   1  30   9 184   1   1   3   3   2   1   1   2   1   6   1   2   5
   1   4   1   2   1   1   1   2   2   1   1   3   1   1 258   2  10   3
   2  53   1   9   2   2   1   1   1   1   1   2   1   1   1   2  18 123
   9   1   1   2   1   1   2   1   2   1   1   1   3   1   1   4   1   1
   1   2   1 171   4  17   3   2   1 129   4   2   1   1   1   1   1   3
   1   1   1   1   1  12  75   1   2   3  19   2   1  11   3   6]",153228,data/spikes_1_topol_full.pkl
0,2,full,484,"[ 227 1967    1    2    1    6    5    8    2    1    3    2    1    3
    1    2    1    1    1    1    1    2    1    1  144   12    4 2268
    1    1    2    6    1    1    2   21    1    2    1    1    4    2
    1    4    1    7    1    2    1    2    3    1    2    4    1    1
    1    1    1    1    1    7 3296  298    2    1    6    1    2    5
    3    8 1974    7    1    2    2    1    1    3    2    1    1    1
    1    1    1    1    1    1   50    2    1    1    3    2 1725    1
    1   11    2    1    1   15    6    2    3 2063    3   13   11    9
    2    2    1    1    2    1    1    3   13   65   24    2    3    1
    1    2   40    3    5    6    1    1   83    5    1    1    2    1
    1    2    1    3    1    3    1    1 3549  135  397   10    9   58
   26    5    2    1    1    3    1    1    1    2  316    1 2452    1
    1    4    2    5    3    1    1    1    3    3    4 2327    1    2
    1    1    3    3    2    3    4   28    3    2   15   11   73    1
    1 2473    8   77    4    1    1    1    2    1    1    3    1    1
    1    1   18    2    1    1   34    1    3    1    1    2    1    1
    2   11    1    1    1    1   21    9    3    2    5    1    1    1
    2    8   30   37  171    1    1    5 4817  959  675   13   14    2
    2    3    1    1    3    1    1    4    1   69   26    1    2    1
    1    2 2844   79    2    1    1    1    2    2    1    1    1   18
 1705   12    2    1    4    3    6    3    6    2    2    2    1    1
    1    1    2 2693    3    1    1    1 2185    1    4    2    4    4
  435 1521    3    1    2    1    1    1    1   17    2    2    1    1
    2   10    1    1    1   28 2395  788    2    2 1306    5 1045    4
    1   15    6  835    2    1    1    4    1    4    1    6    1    1
    1    3    1    1    1  692 1574   20   75    5    1    1    1    2
    1    1    1   20    1    2    1    2 2598    3    1    2    1    1
    6    2 3742    2    1    3    9    5  703  137  200   34   13   30
    6    9 2041    7   21    2    5    2    1    1    1    1   12  704
  138    6    3    2    2    2    5    3    1    1    1    1    3   13
    2    1    9    2    6   30    3    1    1    1    1    1    8    1
    1    7    1    7    2    1  272    5    1    1    1    1   42    4
   16    1    6    2   62   12    1    1   70   12    7    1 2576 2550
    1    1    3  239    4    1    1    1   16   10    2    2   13    2
    1   31    1   20   18  252    8    5]","[ 53 186   1   2   1   5   4   7   2   1   2   1   1   1   1   2   1   1
   1   1   1   2   1   1  20   5   3 127   1   1   1   4   1   1   1   9
   1   1   1   1   4   1   1   3   1   5   1   1   1   2   2   1   1   1
   1   1   1   1   1   1   1   4 200  46   1   1   5   1   2   5   2   3
 164   3   1   1   2   1   1   2   2   1   1   1   1   1   1   1   1   1
  14   2   1   1   2   1 120   1   1   5   1   1   1   6   4   1   3 172
   2   5   5   4   1   2   1   1   2   1   1   3   6  14   8   2   2   1
   1   2  14   2   3   4   1   1  20   2   1   1   2   1   1   1   1   3
   1   2   1   1 221  43  35   4   3  16   9   2   2   1   1   2   1   1
   1   1  36   1 175   1   1   3   2   4   3   1   1   1   2   1   2 186
   1   1   1   1   1   2   1   3   3   9   2   2   6   7  17   1   1 176
   4  17   3   1   1   1   1   1   1   1   1   1   1   1   5   2   1   1
  14   1   3   1   1   2   1   1   2   5   1   1   1   1   9   3   1   2
   3   1   1   1   1   4  10   8  44   1   1   3 346 102  99   4   7   2
   2   2   1   1   3   1   1   3   1  21   7   1   1   1   1   1 179  22
   1   1   1   1   1   1   1   1   1   8 102   4   1   1   2   1   4   2
   5   1   1   1   1   1   1   1   2 264   2   1   1   1 158   1   2   2
   3   1  76 128   3   1   2   1   1   1   1  10   2   1   1   1   1   4
   1   1   1   9 175  72   1   2 129   3 112   2   1   7   5  77   1   1
   1   3   1   4   1   5   1   1   1   3   1   1   1  89 112   7  23   5
   1   1   1   2   1   1   1  10   1   2   1   1 184   2   1   1   1   1
   3   1 252   1   1   3   6   3  77  29  36  11   6   8   3   5 126   4
   8   1   3   2   1   1   1   1   5  93  28   3   1   2   1   1   3   2
   1   1   1   1   3   9   1   1   5   1   4   9   2   1   1   1   1   1
   4   1   1   5   1   3   1   1  50   2   1   1   1   1  15   2   7   1
   4   2  27   6   1   1  16   5   5   1 142 222   1   1   3  35   2   1
   1   1   7   5   2   1   6   1   1  11   1   8   8  40   4   3]",158280,data/spikes_2_topol_full.pkl
0,3,full,423,"[1882    5   22    6    6    1   17    6    1    7    1    2  201    2
    1    1    1    6    1    1    8    1    1    1 1656    2    1    4
  131   12    1    3    1    1    1    1    3  588 5456  115    6    3
    1    1    8    1    1 1610    2    1    1    1    2    1    4    1
    3    1    2    1    1    5    1    1    6    2    1    3   11    3
    1    2    2    1    2    2    1    1    7    1 2327    1    1    1
    1    4    1    3    1    2   78   25    8   16    2    1    1    2
    1    2    1    1    2    4    1    3    3    5 2751    1    3    2
   17    1    8    3    1    1    2 1193    1    2    4    2    1    1
    2    1    1   12    9   90    3    2    1    3    2    1    1    2
    4    6  209    1    3    2    4    1    1    1    1 2846    7    3
    1    4   28 1578    2    4    2    1    1    1    3    1    1    2
    3    1    1    1    4    2    9    1    6    1    2    1   29   12
    3   10 1749    3    1  174   30   28   58   10    1   63 3445  175
    2   16    1    3    2   32   22 2647    4    1    1    1    1    1
    2    1    1    3    1    1    9 2292  598    3    3    2   46 2223
    8   57    1    7    1    4    4    1    1    1    8   11    1    1
    2  429    2    2    1    1    1 1292  774    3    6  587   16 5203
   12   90    2   31    4    6    1    4    2    6    2    1    1    1
    1    1    1    3    2   14    1    4    1    1 3380   30   28    9
  196    7    2   27    9    3    2    2    1    2    1    1  105    2
 2269   16    1    1    1    1    1    1    3   16    6    8   21    1
    3    1 1301    2  978  224    2    4    3    1    3    8    1    2
    1    2    1 1475    1 1675    5    9    4    6   36    6    1    1
    1    4    2    1   37    1   10    1 2333  454    1    4  327    3
    1 1334    8    2    2   15    1    2    1    1    6    2    1    2
    1    1    1    1    1    4    2    1    2    5   85    9    3  982
 2039   16    2    1    2    1    2    3    2    4    1    5    1    6
    4    4    1    1 3176    5    7    5    1   13   49    9   57    1
    3    5    1    2    3    4    8    2   25    5    1    1    2    1
    1    2   17]","[119   1   4   3   2   1   8   5   1   5   1   2  33   1   1   1   1   3
   1   1   6   1   1   1 133   2   1   4  29   7   1   2   1   1   1   1
   2 106 427  27   4   2   1   1   4   1   1 168   2   1   1   1   1   1
   3   1   3   1   2   1   1   4   1   1   5   1   1   3   7   2   1   1
   2   1   2   2   1   1   5   1 180   1   1   1   1   3   1   3   1   2
  17   9   4   9   2   1   1   2   1   2   1   1   2   2   1   2   2   4
 227   1   2   1   5   1   5   3   1   1   1  92   1   2   3   1   1   1
   2   1   1   6   6  18   2   1   1   2   2   1   1   2   3   2  37   1
   2   1   3   1   1   1   1 224   3   1   1   3  13 136   2   1   2   1
   1   1   2   1   1   2   2   1   1   1   4   1   8   1   4   1   2   1
  12   4   1   5 122   2   1  48  10  11  19   7   1  14 286  33   1   7
   1   2   2  11   9 203   3   1   1   1   1   1   2   1   1   2   1   1
   4 188  84   2   1   2  17 156   3  17   1   3   1   4   3   1   1   1
   7   7   1   1   2  56   1   1   1   1   1 101  87   1   2  75   5 438
   3  23   1  14   2   4   1   2   1   4   2   1   1   1   1   1   1   2
   1   5   1   3   1   1 296  10  11   4  31   5   2  11   4   2   2   1
   1   2   1   1  24   1 128   6   1   1   1   1   1   1   2   7   3   5
   6   1   2   1 101   1  98  34   2   2   3   1   2   5   1   2   1   2
   1 170   1 154   2   4   4   6  10   3   1   1   1   3   1   1  14   1
   5   1 158  81   1   2  49   3   1 104   4   2   1   7   1   2   1   1
   4   1   1   1   1   1   1   1   1   3   1   1   1   4  33   5   2  89
 144   6   2   1   1   1   2   3   2   4   1   3   1   3   3   3   1   1
 219   1   3   3   1   8  17   5  13   1   2   2   1   2   3   2   4   2
   9   3   1   1   2   1   1   1   7]",156815,data/spikes_3_topol_full.pkl
0,4,full,479,"[2857    2  188    9    1    1    1    1   10    2    1    1    1   15
    1    1    2   13    5    5   10    2   38   17    8    2    5    2
    4    1    1    2   13    1    2    1    1   16    1  392 3329  344
 1024  129    1    2    1    1    2   14 3371   96    5    8    1    1
    1    1    1    1   12    2    1    1    3    3    4    2    1    1
    1    1    1    4    1    2   27   22    3    1    1    1    1    5
    6    3    1    2    1    4   12    3    1    3   14    5    1    1
    4   11    9   57   29    1    2    1    1    1    1    3    3    1
    1 3908  795    4 3355    5   75 1955    9   95   58   12    1    1
    1    1 3289    5    1    1    1    1   11   20    3    7 1052    1
    7    1    1  857    7   93    3    1   11    1    2 2116    6    1
    4 1467    2    2    1    1    4    3    1    2    1   12    1    1
    1    4    3    8    3  509    2    7  148    1    1    3    3    3
    1    1    2    1    1    3    5    5    8    6    1    1    6    1
    1    3    1    1    1    2    4    1    1 3963  264    5    2    2
    1    2    1    1    1    2  127   21    2   13    6    4    6    9
   12   11   10    1    1    2    1    1    1    1    1    1    3    3
    1    9    4  302    9 1376    1    5    1    3    1    1    3   83
  234    4    1    3    9    1    4  108  205    2    2    3    1    5
    4    2    3 2271 1800 1802   22    1    5    3    2    1    4  312
    2    1    1   15   41    3    5    1    6  219    1    4    7    9
    3    1   12    1    4    1    2    2    3    3    2    1    1    6
    1    1    1  139   39    6   75   79    1    1  429    3   30    1
   39   53   32 2195    6 1553   23    2    1    1 1041    6    4    2
   24 1368    8    3    1    1   34    2  921   14    2    1    1    4
    1    5    1    3    1  703  102   62    6    4    1    1    1    1
   13    2    1    3 2484    2  392    1    1    2    4   25    4  555
    1    1    2    2    2    1   26    2    1    1    1   20   12    1
    1    1    1    3    1    2    9    3   50    1   19 3833    2    5
  992   12   13   17    1    1    4 1892    1    1    5    1    2    2
    2    1    2    2   11    1   29    3   23    7    5    1    4    1
    1    1    2    1    1  116  161    1    1    1    1    1    8    1
    3    2    1    4    1    4    4    1    1    2    3    1    4    7
   94    2   14    6   29    1   86   17    1    1    1    3 2736   14
    6    7  753]","[198   2  35   6   1   1   1   1   8   1   1   1   1   7   1   1   2   6
   4   2   7   2  13   6   5   1   4   2   3   1   1   2   4   1   2   1
   1   6   1  49 264  49  85  33   1   1   1   1   2   7 254  21   3   4
   1   1   1   1   1   1   6   2   1   1   2   2   2   2   1   1   1   1
   1   3   1   2   7   8   2   1   1   1   1   5   2   2   1   2   1   3
   4   1   1   2   7   2   1   1   2   3   4  18   6   1   2   1   1   1
   1   3   3   1   1 241 104   2 340   4  20 181   4  25  13   5   1   1
   1   1 307   3   1   1   1   1   5   3   2   5  96   1   3   1   1  69
   4  20   2   1   7   1   1 181   2   1   2 124   1   1   1   1   4   2
   1   1   1   7   1   1   1   3   2   4   2  75   2   5  30   1   1   2
   1   1   1   1   1   1   1   3   4   1   4   4   1   1   3   1   1   2
   1   1   1   1   1   1   1 236  35   4   1   1   1   2   1   1   1   2
  34   4   1   7   2   3   4   5   7   4   6   1   1   2   1   1   1   1
   1   1   2   2   1   3   3  40   3 102   1   4   1   2   1   1   2  22
  35   2   1   3   6   1   2  27  40   1   2   1   1   2   3   1   1 104
 153 168   9   1   2   1   1   1   2  40   1   1   1   6  15   1   3   1
   2  47   1   4   3   3   3   1   7   1   1   1   2   1   1   2   1   1
   1   3   1   1   1  31  16   3  20  18   1   1  60   2  10   1  10  19
  11 132   3 136  12   2   1   1 110   3   4   1   6 126   4   2   1   1
  10   1 102   5   1   1   1   2   1   3   1   2   1  67  26  14   3   3
   1   1   1   1   5   2   1   3 155   1  59   1   1   2   2   9   3  66
   1   1   1   1   1   1  10   1   1   1   1   9   7   1   1   1   1   3
   1   1   4   2  13   1   9 291   1   1  92   4   5   7   1   1   3 135
   1   1   4   1   2   2   2   1   2   1   7   1  11   2   9   4   3   1
   3   1   1   1   2   1   1  34  33   1   1   1   1   1   4   1   3   2
   1   3   1   3   3   1   1   1   2   1   2   3  21   2   9   3   7   1
  13   7   1   1   1   2 124   4   3   4  85]",161233,data/spikes_4_topol_full.pkl
0,5,full,504,"[ 197    3    5    3  425   12 3702    3    1    1    1    4    3    5
    4    4   11  745    1    5    1    7    2    1    2    2    4    1
    1    3 1597    9    1    1    1    1    1    1    1    1    6    3
    2   16 2752    6    4    4    2    5    1    1    1    1    1   11
 2900   89   23   66  235   19    2   15 2799    2    1    1    4    4
    2    1    6   84    2   10    2    1    2    4    1    1    3    5
    8  260    5    8   22    3  149    6    3    6    2   11   70    8
    2    1    1    1   29    1    1    2    1    1    1    7    1    3
    1    2    1    1    1    1   70    5   23    2 3680    2   55  110
    3    1    9    1    2    1    1    1    1    1    1    1    3 1127
    1    1    1    1    1  420    8    9    2    1    1    4    2    1
    2    1 4063    1    4    3    2  146  156  112   71    7    8    1
    1    1    1    1    1    1    1   25   23    4    3    1    1    1
    6    2    5    8 1145 2459   71   13   39   13    6    2    1    1
   11 4539    9    2    1    2    2    1    1    2    4    6    2    2
    9    5    1    1    2   15    5    8    2    1   10    3    4    1
    1    1    1    5    4    9    3   75 4673   78  256    1    2    3
    1    2    1    1    1    1    4    2    1    1    1    2    7    1
    1    1    1    1    5    6    2 2397    2   10    5   18    1    4
   25    1    3    3   13   10    1    2    1    2    2    6   28   22
    1    1    1    4    1    4    8   11    1   20    8    2    1    1
    4   18    7    5    1    3    1    2  136   59   20  316    1    1
    2    1    1    1    1    3    1    1    2   18    4    2    1    7
    1    1   20    2    1    1    1    1    1    5    1    2    1    1
    2    7  506 3992   41   51    7    4    1    1    1    1    2    1
    1    1    2    1    4    5    1    2    1    8   72    8   19    2
    1    1    4    5    5 1389 1508    6    2    1    1    6    1    5
    1   13    1    1    1    3    1    1    1 5138  224    6    4    1
    2    1    1    4    4    1    1   18    3    1    2    1    1    1
    3   10    3    4    1   18    1 2169  122    9   11    1    2    1
    3    1    7    5    1    1    1    1    1    8   16    1    1    3
    5    1    4    3    1   24   27    8    2    5 4431    1    1    7
   18    3    6    1    1    1    4    1    3    6    2    1    4    1
    1    1    2    2    3    5    2    1    1    1    1    2    2    1
   14  923 2505    1    1    1 1450    9    4    9    1   28    7    9
    1    2    2    1   11    2    3    7    2    1    6    5    2    1]","[ 31   1   2   2  51   6 329   1   1   1   1   2   2   3   2   3   4  90
   1   3   1   4   2   1   2   1   3   1   1   1 121   3   1   1   1   1
   1   1   1   1   6   2   2   8 244   2   3   3   1   4   1   1   1   1
   1   7 215  19   9  17  50   5   2   5 180   2   1   1   3   3   2   1
   3  16   2   4   2   1   1   2   1   1   3   3   6  52   4   4   7   3
  23   2   2   4   1   7  22   3   2   1   1   1  13   1   1   2   1   1
   1   5   1   2   1   2   1   1   1   1  19   2  10   1 251   2  20  30
   3   1   5   1   2   1   1   1   1   1   1   1   2 124   1   1   1   1
   1  34   3   5   1   1   1   3   1   1   2   1 349   1   3   2   2  34
  32  18  23   4   5   1   1   1   1   1   1   1   1  13   9   2   1   1
   1   1   5   2   3   3 125 140  12   4  14   7   3   1   1   1   5 385
   5   2   1   2   1   1   1   1   3   3   1   2   4   3   1   1   1   5
   2   5   1   1   6   1   3   1   1   1   1   3   3   5   1  17 362  22
  46   1   1   2   1   2   1   1   1   1   2   2   1   1   1   2   3   1
   1   1   1   1   3   3   2 150   1   4   3   5   1   2   7   1   2   2
   7   4   1   2   1   1   2   3   7   8   1   1   1   4   1   2   3   4
   1   8   4   2   1   1   2   6   6   4   1   3   1   1  32  16   8  40
   1   1   1   1   1   1   1   2   1   1   1   4   3   2   1   5   1   1
  12   2   1   1   1   1   1   4   1   1   1   1   2   3  49 309   9  13
   6   2   1   1   1   1   1   1   1   1   2   1   3   4   1   2   1   4
  23   3   8   2   1   1   3   4   3  97 121   4   1   1   1   3   1   4
   1   5   1   1   1   2   1   1   1 442  42   6   2   1   1   1   1   2
   2   1   1   9   1   1   2   1   1   1   3   5   1   4   1   9   1 112
  24   3   4   1   2   1   2   1   5   4   1   1   1   1   1   4   8   1
   1   2   3   1   4   2   1   7  11   6   1   4 314   1   1   4  10   2
   3   1   1   1   3   1   3   4   1   1   2   1   1   1   2   2   3   3
   2   1   1   1   1   2   2   1   7 112 178   1   1   1 137   4   4   5
   1   9   3   3   1   2   2   1   7   2   2   4   2   1   4   2   2   1]",153056,data/spikes_5_topol_full.pkl
